return_code,payload,latency,throughput
200,"{""signature"":""0x96efe6e15daeb4756699ebfe06579c9b22e00517e2b28c9b6070b58094918ca24221d3595a792c8a74778708d082742901a74f63d1c4c3cdc8454b129d4f98689accf3d11f418219a08e400d277f10496b5e79da1d6d304dea9ac5e67305c0a2""}",0.29326622400003544,3000
200,"{""signature"":""0x891f29cfd07e07e69ab251b56a803e6627af8a1eb877c5e014cf44bbf60eca5941416c02a4d7e9b785a7063e0b5643ec12cbd6e10aadd2acc1d490cb15508e678934eafbd52119807e8a4b29cace1e2ddf78f93571f739950ec773505468e7df""}",0.3083080029999792,3000
200,"{""signature"":""0x9807d8f628523d81abb597976d676930f063e4890e59a8e9ce61a3c5f66e8d958d39c657528df2b03dbdb76a0cd9ead507e2efcb0c67288f0fe4066f125c9c2b029e0c8e3291178d27a304eb44a3ab61e0c55d9c056a6063eb4e6e753c4087ab""}",0.300639914000044,3000
200,"{""signature"":""0x954c851b21efd49d40266e8252247bd86eab883ccc73f6a1a5176c8ee52819a613a800764af2a2bd0755445cf60e8729137d0311c65232982535a8398d629205e31af269551d89b8b3d264fc720bbfb1d64108b757133350548b327edee8704f""}",0.30278404099999534,3000
200,"{""signature"":""0xa8d16c758c8708212b41cc0d9b118b90a0a40670d72d22158ee13e3769aa16e27d97e6e3b91ff75e31e6826cd4c233ba1936c0b51c9d44d10c8208618507aea31bd3f43ad36d64fffc3be84e7cb5e0e3c070bb09d764b575e95c386b1f617d74""}",0.30265266100002464,3000
200,"{""signature"":""0xb04626e3d6be68bc95b801346883d50f194c4e0d0315d39646c60c9faa253edf49ba394666eaa6514dfa8c624ee6e4f608ace0bd01716552f5e70320c8050ccca8c9836a120dbe02e53cc8703c2c3b5f4cdef1017e31692cb86291d248305bfa""}",0.30916487700005746,3000
200,"{""signature"":""0xa57b5782f2184a7e7afbb1a13533e4c72e65c286b61cfb9b15a63a4af4470736c6391f8f4b76e1f08f030ccf5697362112fca033d67e1c47477fcca3a780d58139318ae354178f9ede7355f4673a940a8542a5d3a4476935a9b51fd86bf7d744""}",0.3078399599999102,3000
200,"{""signature"":""0xaf835d5d414c7eb4c0280a8c160ef3ad55eab854aaf2c0f76c0a956cab4fcc250f08136b38fd5bad50dc554bcecab92e1373007592931c30eb544bf426b765763ec86a611b2b22ecab230ae30ab543794e19b3320df6d9976b7c99915f8c22c7""}",0.3058247550000033,3000
200,"{""signature"":""0xaa3b0ba6ae1cab75e14a741f437d64d091caeae2c49f6583d11ec9db4798ef21889f9209a6c5336e0a4aced6684144b40a7c8529af5fb753944bc789ede7b2101961e13108c292a2bfcfff2d50eb0ab9227e230645783e0b484f5dea602c06d8""}",0.3027025000000094,3000
200,"{""signature"":""0x8217af98947b5fe16cfb71a8bd31813edccbae9a0a3092ce41868cf1831ec8f5079db4c54e2ceee4c0fe92cc1057f78619ca92bedecb9a930a17e48b9e7fa2da0d616b483bac88012512ead3bd80318416f3992119f35ac197d742b687e78675""}",0.30094012199992903,3000
200,"{""signature"":""0x9090c65a5b3b28dfb4b427dbc48e0d0287bb9a1439c843046d7c9c67129b9645b9a8e09d74ce04aeb65615518445ba75198fa9dd1091b4b415ffa413f0b8d4c1632e0b272dccd95cbf5c1c7317cc563a8223d93261f65473aebcaa8aba745eec""}",0.30323503700003585,3000
200,"{""signature"":""0xb9abf4b9c669c74e63b24662739050f302bc60a7790e89fdd634feb55bd917b328a53f5562b0eb5daefe7225a6cacdad0895a6e8f90e40baf9e8136c69d47d119253e277193fc134feb775969091cf4cf827c6a6ee397efb494363770e92315e""}",0.30230459599999904,3000
200,"{""signature"":""0xa9dce27990da8c2656ccbdb5ddde15e852d10bef71d7f75d37a2b032a880667957806ac6ba27ea97d5265587f06b4b05195254b7f086b2ceb81b156bde26ccdac925289f4976ed5cf4968a48452a036af4f96de3006a8b1f270635e14273a2e9""}",0.2882968249999749,3000
200,"{""signature"":""0x826a92b655a3910f6b06d55025f81c0e1f8aacae3abd524ae9487d1d4ed5f21881684bcbe6cb5edb0e536467055bf9b513fe2f1b05d116ada679230f774a4300a85fed2752d59f743cf17fb8993a518e1a32e99bf4f8d4dcd36192304992d29a""}",0.282403453000029,3000
200,"{""signature"":""0x885f691f59b93b9530b5d9bd2adf904743ea0c3f7b76d5ad6529b1afefae2ffc6b3003c0efe611404b283be99bda83740405750dbd913f4bc6a6a50863b431f9b94ed9761400aa450897f33269cc02b54e8ed293e2b79fdac91245c28c545e7e""}",0.27437213100006375,3000
200,"{""signature"":""0x8cb4bccb6b3c99a27c2bf683f933d0bb4e063e5d9344df4b4249a0a242a553d95983b61b866312528de52fe9b861f5840f31e3a1fa3f5027cb9f3ef33dae8556e13c8e399737cf7ef76d8e693139be21fe8286bfa74bcde46f250b8f1575945e""}",0.2875813409999637,3000
200,"{""signature"":""0xb174d07a6364f927878489616e2773297077f2169c85f76af2b4572f92603d1d8edfa8001f752fd755712f6a20fac26e19cf3aae9f2a85c592969b6773fa1eefd1e09a87ce15d9e1ab43872a5720d59c7ebe93dc6c26d65dce804ffa9750577d""}",0.2525706280000577,3000
200,"{""signature"":""0xb53689fbfb1146b0c20f35724acd13a4c97194d86c10cb0f5f590379ec33dcae37f68aaf7f4e099d844fcf28a858e2c71690b87ea5459806bb4ea2a2ad113788f27d9284f67eadcda2ffaed9cdc675599ac78e9c3fbec016295b6005e61c4fa4""}",0.2790420329999961,3000
200,"{""signature"":""0xa7e19eaa94c83746e137d72302a72134eb7dd58d7029c457be85fff2be48f0f53d8e0c6becc8ba31823a7327c1459ae50323f08d76651ea47a98cf9e71d0fec58a1e2024db0ef0bcbd0189a4ca80636c268b9e575cba32847a2260ccd425d54b""}",0.27953459400009706,3000
200,"{""signature"":""0xaada23ba91474b0bdf8cd961864fde887d74c8207daef327e34d5ac82e1fc3b47178e314ef39b8298eb8d628ccb900e417ae503537dd752434ddee9ff9fa8a2c56793224b30c48b427fb37f22438283645058a9af47406ffa163877c703b7401""}",0.27916776400002163,3000
200,"{""signature"":""0x9381cc52c1f7cf27b9c51403c653af711254b618c9a483abedc2359cb403a8dd4d98c8158952aa12eab0e7292ad381c500b5c8b7249e79f71dec16ad1019c9f852de07b4cab7cefd99334b7b45e9c4e6384c123a229f459866ac1458c2d112fc""}",0.27938218999997844,3000
200,"{""signature"":""0xb185c6962215b9ac852c3e224b2a17c59c005cda3449684f649e1f8b64968c8b1171b5ef6c0b4ab32935dbc1c59e91a200b6cfe9fc52c688874ba31bb5f2ae1d494fe238f089d529f67b8a5aea6f5c9a3973e6ec130700281b26548c9bb0836f""}",0.29017546199997923,3000
200,"{""signature"":""0xaf9d919a7b59e6212c326490fec95ddabeaf35eb497922c1e0b482990d242d33e3301b7f3ce6a8f14c56b8d0ea2c372e0ee522a6ecc33ae5315c38275200016544207279075098556c094bc6c98079b2ce4eeb3db548159a58b83c572790b32a""}",0.32047972400005165,3000
200,"{""signature"":""0x93fa4f5baab617cd654a29eecc74a2cb959182b63f93d5689c69f0f14e18dacacbcdc716e0fadbc34a48b7105ac185280166e05b55247f150148e368d4659eedc2ada7d805ba183753711eb4676c66587e39c0c16b73d97725794d2809864b30""}",0.3247715340000923,3000
200,"{""signature"":""0x909046883219dbca5b8a9d5a410963a96880a5f4ea05c8ca71457708d9605b763b5cd07f686c93c022420ebba97741380bb7c2f144f23655687546623fabffb296b181af47c6dc0f9c72ac7b7005a72071abf6ed7f08335fe0e721307f5f2f54""}",0.32670729199992365,3000
200,"{""signature"":""0x8524776f21d07aaa703bab42d0bf087793366c9bad114078f866468c65ec5a9065521ec3a3c9e2c8e8f9402264258b320faab396969f55256022854a326d84b206c1ddabbcbef25c07715285fb847009f08d7c5f73f39b511766178c443256bc""}",0.32745485199995983,3000
200,"{""signature"":""0x8eff0eb1c4d1c6d94989d1ae66cbcebdad01258a690a52bdc30cc672258c5bba5854f1f3934a7f768a56d6baaf698ade0d8d7247693b3cd6f0cc3475399df7faaac17e4f4d3b57fdeb56b70803a884c53bcb097c499e7be4e6132038ccb6f74f""}",0.3304682140000068,3000
200,"{""signature"":""0x859f2f930e06f63cc6cf2f94e7651e7709ff8279670b8e26befb04c04d3bab168c759ca4d82e14a54497a507c09785f40f8f6218132f99ed2529c6f53080e196dd8177607f61c562528b40a7611fca442383a10223ad5575407cf9fd1aad3918""}",0.32890043899999455,3000
200,"{""signature"":""0xb65225d8d3715f965854c154c2a7a0158e2a733654cc17310e305e2efae6bee3a9b96e55873f9bcb86511ba14ad7ca0505366d7debf4f18b7d05fe4c26fcd27445c3609b77ecc22073a9a3bede38e07aaa39c9f1e51806a6fda7f15b032929f8""}",0.3110459260000198,3000
200,"{""signature"":""0x803fb70faa1f1696d4ab4ab01d04c1f2079acb5e54e6436902a479588f2fcea479270620d960bda2336c8fd3afb01228131a806b9503abbb42ded8798934fd62a7fcf84e4022cb46dd5bb1818a1f7b108fc75b53aa6d38ac6d5afa71bb0b732d""}",0.2977715499999931,3000
200,"{""signature"":""0x9014aa9098d2d324fe8fd115cb280acc36f57460afe5356ebd9940c5b3d821e9a383f26a19ee898bd2f1ca79fb7c0ad90ba36337d7f1b331f83c9f9a4d26869ac904507e8c4bb85d2cb60a761a6d1726d6d662cc5daf820a33bccdc5a2f1cd02""}",0.3003231989999904,3000
200,"{""signature"":""0xb2e74379422d0b5df2d136a757849ade85eebb1db2eddfdd58ec65398720f041c4aa06e40d7e6126c6ef7f36c82df0be0f8e07183505979060a1c4f9f84232d85bcea0cb8bdb6abe248ad34f74ae8c3ddf70a50061feaf9317f4b63db4786586""}",0.3079845089999935,3000
200,"{""signature"":""0xac967972d0ced929030445d705f1b436ab800140a7b0d7b62367dab8e37ce571c608bc39be19599c0ccb32f52111fd780e568ccd83d077409c46c19b45a0359d734c4a3ebafcd1b39112ce55a5ccbc4be8e67068b18422119044486c309d48a3""}",0.32228255600000466,3000
200,"{""signature"":""0x97b9e3777971a79aaab86c637162348176dd0d72234edc56c194cb367f06a93b2d40fe8f6e250d3180e3de3be84638d40e598b91877a83f849af25b556f60fcd026f589bc3681a5e292323dd7a641ec660115eef209997cb8c62f427ffef1da9""}",0.32383124299997235,3000
200,"{""signature"":""0xafd17a2b19d4c5480d5e7feb595b49334187a3b1b42f24d41af1da43cdf4b59d16e71c1f43fdd2e7e25dcbee673b8b851048e5d427ab84ee432ad5763b0493fe524045355b3e03bc3bb2e097fa19358c8931b78df7e561ad9cfef1d2df33125d""}",0.3310481109999728,3000
200,"{""signature"":""0xa0cd1e712a78d7c11f849f24cf67149960b071eb1fe785bb1466aaa1a21a2755dfb677d674c4a1d7813af0eb563acd0d06b84b7d0b2c824b6a9ce6d41df91575cfd93b565e34d32a06e90581a951f532104335efb58bca1cadfda909cc6d81b0""}",0.3220225819999314,3000
200,"{""signature"":""0xa6091ccd419fb2dd2ca1dbb340d90de781832b1f9403976592f036f5b03e00455f3313cad86b45dbf3330df8db5cf2ac073d631e103094288758375009e8f67d58b3beb32b76c7a9d4d638780cb625aa1fb29d9d722a8888eaea24e89ca533c0""}",0.365518499000018,3000
200,"{""signature"":""0x93138f4a05463daef65507335d046fa95d303ba4481367c1dd3d87e996a605442b2550d99a5c304bddc31470654f752a02d45f29ddebfcbdc59e086ce05bc551338be77c135b1b9d45196e97d77dd80f30a80ef3b57c06bb7e4eb611b417771a""}",0.3663383389999808,3000
200,"{""signature"":""0xb76fa1ac5f0904b800494a12fcef2a6d909ef530e4e7cc4aa471ef31f185fc3bd3b35d19a38ed6dd2d1d2c89d902529609384089adca96e7955e86bd1259f522890be7eb607489cedea7ae60779bf17149c11c0a647354cf675b56a13c90342b""}",0.361915508999914,3000
200,"{""signature"":""0xa4d545909d00f94bbee00be176790b50fd67dabf68a9c3b96baf56127f12ce027f148fa7135ab0fc2025c18f7c37012a04ddf493568c96798ce7367e539bb31013e206f6309e5eef57f7ae324736f4f8526f1dd2322e7141154303d73df80c63""}",0.3627573859999984,3000
200,"{""signature"":""0xadf8b73e6ef122789ef312a84d6a266656c17802148be4f9f84d9cb345581e750527ed1503e47e264ee8b338e856fd9912b0a434d5c2ccf2dc4f613cb72d066e09ebfb31b9529652b1008d45b3b5521184fc395e8025297c2696b52a86201bbd""}",0.3711018740000327,3000
200,"{""signature"":""0xb9854bd00aaf77610b6d9df770a09460b411513868c39418bce09418c34720245c12b5c5f433abf8991b259a2493368a035a906beba742cfa01d3816287b275c810c6ca868c9204df1d0fdc4ca21109ecf18c5b8a97b56971fb863520852a1ea""}",0.36762175800004115,3000
200,"{""signature"":""0x849164cb2b2c3548848fd55c800eaa8736f94b69eb91712b7f2791128810e966c3e06f8ebf91fbcc4b98f81f56b3c3b5094af88466bd7e9c3c6c7be99d80893f5c1b73657c13a2d86cb3e7615c6e6b71fdb337e4ceb40ee66b46844493c1adca""}",0.3358072909999237,3000
200,"{""signature"":""0x94de76b40d670d16d70fb9bb0ac8f0a3ec23fa1e46c9b313ec6905621fb239a46b694cb41606668cf85f5ea1a6eec5410585e92119084eab3aa66add9696c9250a9aecec04ffad7fbd0e919e4a8568a92cf53e7561282392e65c53d0babdbc0a""}",0.33132942800000365,3000
200,"{""signature"":""0x943e674e2abc36519599db1695846a0573eb56839bd3abac274f3c5bb35b2b54fe596b493106dda19fe52ac617db5a2f030b7826f84b4a9a0a76d6f090e4a766add9127f555279d56375df267b72d4a5ffce4cd9c5937b58a37ef215102e067b""}",0.3455265339999869,3000
200,"{""signature"":""0xb7f08b1113cd53d24250770872f6abf99f811471af00bd870815d6969e4660f2175dddc4c4e0ecc5ad9a729a9b1a9eaf091063c7e4bb38e673b02b78d13604aba4a5be7b2e84b00b3a34090abb7d814e8d0523ed4e13a0f14a378ebf1a0e381f""}",0.3580717339999637,3000
200,"{""signature"":""0xa2499ad56b09746cbbc67231f51cd63187190ae6e79bf088db1bdbe7bd0703fb4d9a5b73cf8c378a9fc4a49c7752d3220aca75e40efbb79d56797d9a48626ae856038839a3f59f490dbcd6a27d8b2ec87fa0420e8d609ec7207b6fb2e90b5837""}",0.37684198300007665,3000
200,"{""signature"":""0x84e31af117d987feb4e9a5e92d71f10a46761d85ec2feb9345a048e409530b3afe0fcf752612793e88a643cb87512e50019eb9cc6002fb30388d94a8915bcb19a9e7286772599b05dad020ff62f129633cb82a4c7ab028b3689057d18916529e""}",0.4272046080000109,3000
200,"{""signature"":""0x8a5250f4f7f3168ce59242fe88d795cb33d28283b95f4f0231de7a33e9e389f948c9e8b6843b4cc0f552e1d4aebd3b9408352982d3258a7bd6774a6ba33fbe78b4d6ee2d15dc28f75df3c4c7ce8ea9335dcdc97781a8948785d43c3e7cbee2ee""}",0.45378700200001276,3000
200,"{""signature"":""0x8980eec21561cc474d91bfd9a636379d34b8771f6fd2aae0aeb8bb750d4990d1fdf3ce8b42402da2887dcc2915ecfe240686734370361dc1b415c14eaf55a5d9d1400fe6df32899abf41f63ee4c0f8d4680b729ae17dd6a5a47af61f0e8cfdef""}",0.5091374930000256,3000
200,"{""signature"":""0xb0410d9e317fe9a6e6c8b0ccf9dfacf75a5272a021c4a3a1def471f9bc7c0f84f6e7e2837658d609aebad5c4c9cbd7ac18ebed8cdd0c1b55f0dfdf86af2e13bb22e7d2c13e2690a7aeb1e9a393b37daf00899f6bd1eec95129bb189bf06bc522""}",0.5124941139999919,3000
200,"{""signature"":""0x958d23b723288523d609ea01784ca6a0ef26494f93ababc41025380a6fbfd7d4c488622f2a933c20a7024b613d19a11118199292ae4938af94dde5ed77ccb36b5cd2d483a583893667fea3431b347cd1387db479809630b0840312f5f590866d""}",0.5157834469999898,3000
200,"{""signature"":""0x92d72ddc1f2baf31e30f56e47c1f6c2d6a41306c660001430ffcc9397978e2b7ddae792c1203ab35f0523290e25a957e101a6c69e3bb618f1a02a3060b32969c9212dfb8b320da623526cf9dbaf93cdec2ea1dbab8f407a45322f5235d0165b9""}",0.5508308729999953,3000
200,"{""signature"":""0x8f69ef7b7dc76fdd039795324f1009d9d1e4a2063c1a44896be34ea569f1f9ccb695bac8370bba04161a3704c130a465184eb29d767f1da614a3922d5e4ae8479010567dbc8be13ab14979d13c3a98509b943325ce3c3b388b2c4556224566f6""}",0.5147350980000738,3000
200,"{""signature"":""0xb0e4eb5555db665fe222e7b8d01aacae8683cb0bf6f652200424f31943d4587f09eda3a86ef7c6800f64dd3ac3dd14620190c1e413d11cee71a2cefb449638c1d960777b47d23f2988b8bd07d7ce27d21d9f55d1a781ad2d58dff2c2d8d68f83""}",0.4786251909999919,3000
200,"{""signature"":""0x93f25103d87a9844fd848bd751fb8990d870571f8058f61632e3105c81b7a30542182038fcf1a9af982eef77dea68d260a00aa274779e6f079ad7f6c049ea0a475e33ceb7577a6c0b54aa06148612f3cd8dd87134e54f3acff39d5a7e037b893""}",0.45664211300004354,3000
200,"{""signature"":""0xb82697e29c8d317ba1d43fba5df70e579a71da09d1d8ddd026f92a1ae968d3835524cc27ae55d6b08c7ddc017f718eae00a00bb461a98a2f46776675641784e14d73dc0364759309b9e6874125f30169f58876de61c8570c3b5b007b9e3dd183""}",0.44699279999997543,3000
200,"{""signature"":""0xa0be3fa935cbf2e10db2f9af645a96fd23d23dc05ab0c48618b53a4667d9471960d0b70c5d0ea7730dab50598b5231de0ba273225af582d534ebdaa0b54e87607d1ae5105468f687f0e0aa6931c8af319423168349655f2c9ddfaabff3a0fa0a""}",0.46702763199994024,3000
200,"{""signature"":""0x83e073245b98ecef23e6618da2cb649f970fa912726e24709681370152c9127fe513fff3cc22d1a86daf449034cec1fb1907c22ecdf172b55586114305df7feab4f7cd0b2c28efd622fb8575ea5a4ff21d8402856e73f30dbfe48769f1072e5c""}",0.4733353440000201,3000
200,"{""signature"":""0xb3b10019faead23c644e9203be2b5b2aeda30122b872d9a3a12fe1591f27f4e7e690f00172a9e77aad6215c1ccd34b971394054c7245744f3ac8e4eae23efd8bd6c576e14478fc6bd25559895ef205daf22bc4487168fa2164687512f1639a4a""}",0.4445539880000524,3000
200,"{""signature"":""0x8b5fe83db90fd14c670667f1a1f6a8c0340f2ba4ca5ecef0f4cfa2e6899570bb728589491932d70409befb472059769719fc95515e11674d6463e5c69b19593e9e873eb278cddaf7c21a04de5faa9f5cb8719652bc76545e4d838b6f8aa8b3db""}",0.49436364400003185,3000
200,"{""signature"":""0x8f9c4389ff0db57d4cd03353612b605288f0a686dc824350ce11f9c0e33fcac5457aa71007c155de94add48478ee3a9202b6f85695abcde36719cc8546d6060d49e1ddf3369daac827f7c030901ec0cceba305d1a5779dccef372108630aeaa7""}",0.5123082259999592,3000
200,"{""signature"":""0xa4f8bd0a4138374b0b9bc3797527687196481af66fb46b66406aee8fca17119e05e7a2113e00011ec4571a638dc28a8604910150cb4d1f8d58c5c2199227cc2cf30abbdacc612f0e76af870fea84e526d9cf74fba9f039bfe378d16d4a2848d2""}",0.5439523820000431,3000
200,"{""signature"":""0x89513ac3a9dd6511b9c39a4253342b207fea80a18c511ec144bc2f833d2c51af5d3beaf886bc059ff0e3d183ff0c2d891028092a006ae84626dd11aa6a1cc07c51cc4345851fa29accbe1691dcda40cac2f7d3ab5d34eaeebf4cdfd743291ffd""}",0.5122547900000427,3000
200,"{""signature"":""0x861d6a09d9326476b6335df4a2eb1e28730222f9351cf6f663c08e1156c2e3e6bca17842a7ce1edabc3e19bec4d46c59115e37405edc9f92014510f15c5c56ec98845a9592b6804a5a3f19b857d932b8f2081077a692dc842f427bbedc96b92e""}",0.5196249560000297,3000
200,"{""signature"":""0x876a2fe7db5102cd89a82e5e1de3c4eaf508887619265517b9666e4b824e7ee19473ef5c1284cd5ee2977a57ce8b7ad90f4d3b66ec1299b45758096ce4675cb37d40162a7d58447dda0aaee00b70e4cf95cd68a98e87dbdde3dbabd20de1cb1b""}",0.5323803549999866,3000
200,"{""signature"":""0x90fd0a9e1c7e1284f69c34de2813a13981b0f8af69be7dfed33020e91ec77bf95a6c8d07cac06ee6e5c8198262af6a730b1474ece12cd65b7a0805204bb22aadc2805b4971c6a1e10e641bd75c89bbac42789b750bc5421de723cc704810b4fd""}",0.5350618449999729,3000
200,"{""signature"":""0x83e5dd9712c5d00ff1796ac76790e07502c961bd4c1a17be6e74b4c770f8ad940de5e321e02cd1d0e23723e0f67fe4530f8e543d73fe7216d9da2dc9d863d53fea6a82000bb1b8a868f97019068c78313460d496ee23232339c30e547c021e5a""}",0.5116738089999444,3000
200,"{""signature"":""0x8141a28b744a0b618245b8181d15690e54c66a541be40b3cbaf455bce45099a99a9d3a160fc6d56e18d7b7a4baa0e247071a9a56066ebf35f3accc0dbf11404e6de0dbc976e46f000984d5a103fb805c8bdae1fd22a8e1d302818bc7b31c3c49""}",0.4954406829999698,3000
200,"{""signature"":""0x83a2c7bc9dff6b74f293df77fd12262b76fcb2a9789555d81e6477f151a674fb9a84d84b50f1d99ec14fbfab3c33064c064d4425fac9c9cf193a7da59dc43316fac6166ef692308abafb2e86bf50a975bc8dc6e157539ae3c33e54ea11ce1fa1""}",0.465173954000079,3000
200,"{""signature"":""0x868b5ce299dd45f8152ee4af85575d84ca4d99600b0a85aa520c7d681fb00b72f555dce33f3bf923481cdda20d47550b0638babbc5f818cfcc91fa310944635613dcd777fdb5abe43902c246179ae7a6f66e91c6aaa7b7d270daaff334bfd69c""}",0.4495055449999654,3000
200,"{""signature"":""0xa04eb7d008978a11bb8367e05107e3f9f4c64768addbcb911a44c179393f81c4adec43939c78ff7798a2c2486b73d619193bba5a0221039a5e05f0a6f02cca3e901da78d1cbf4067e44cd4ce5dcc72c600483efbff04fae06d8b942bcb7c7723""}",0.4357691090000344,3000
200,"{""signature"":""0x90ae36aec8e566ce0e14ed3da5254f9f9a5f1cf17dd408c968b36221cf1752b55b2d26608c8fe53ed39e8ce97f3c81b10b8aef127fb134056872c0f6053b1f3416b08a793d061781b7245acd0663e4ec5286af9e7412e08d30bb8732b8b8c51b""}",0.4205163330000232,3000
200,"{""signature"":""0x854a851ce459b65666312468902ab1b0c1f7fd8baac3052316b01b4c9770a680a73a4c1591c9ae8ded7f3d0d11de1f88106191d79065c17ee0352b8442065a55c23c7e1ccbe4d8231cabc883ab0e8634cef23f30532de9bd7c1785bf6faa24e6""}",0.3944073750000143,3000
200,"{""signature"":""0xa8a1a6d251eff4a6ec6550c15d8795f2c9a9d23e4b8aa6c87eb1041d966c5e5b95e2ad3f0873070962fc1111579d15d418aa9f989711f78c5b61552f010d39916da2ed5a4008019994827c42c11951213d83cd272205ff510f31f0002729eb94""}",0.38150472199993146,3000
200,"{""signature"":""0xa1b93136d8160c42c551be53e5e3490158d3de1c1b05b462a7f922f72e3eafdd9c6925f90b1c544804e8de3508267c6307e703ad0074faf5f0423a66ecb1fae4229908bde80fc0e86b76dc4f04434ce19a4da507eeecc13e9667629533c7d52b""}",0.37528300999997555,3000
200,"{""signature"":""0xa4943e355d57d60e481e418ff6a6a8335d2350cffd156cedb5f3e3cc5d62c6fed4769e9225f24ba638ae823c546fb63915be66ebf1eacfb0d1e82b888eee57ecfb50d143c6eb22191cfec6df8a3d167df5871172e4325841fa8e8f66f5af46f6""}",0.37159361999999874,3000
200,"{""signature"":""0x847af3941098e6c622caec017c28756d2c90bd757e5a3a4fb38e80abc9a648ab3cb5b0fe408568a51e408e387bc770800b03492d6be3bd215c9c405e3e722dd55c800428000c56df6d4cef550d6a44107f475c2613c8ddef1d3239d5f985119e""}",0.3735127879999709,3000
200,"{""signature"":""0x81e70548676d37ada135c2b044c3fa6a266e38673d3f8f7c4f7cedda7d4ad6a244e08d14f9e543c74bbdab5108a474aa003729195602931971a7f41228602e7d3acd8b565e9959f29c4c0dbb93af2f893532dad7f444f8f4e025a847072d0290""}",0.37810478799997327,3000
200,"{""signature"":""0xaf8cd7a563f00c36af16520841c406eece3ce616ca944b8235aa8ee046274c7f0343a5bee3aae97aa4a335afef3f76af087bf3036e09856dd2e73cd1bae7af33804ebc031d5011fa44c05f397202f140defa0304a43715bd61a5f209003f2053""}",0.3786869759999263,3000
200,"{""signature"":""0x8b56c89d38f65128cfe0a22f6bd1e08d061350eb587e9bbee80d077f7bd339ae7d4ccd49aec2b3731668652a0d4193480d477bfd09c9187eb402b9c9f0d057c98f97da468e026436ef9ee63df64dff9ac6b16679cc880edc90e3ea1407f36c33""}",0.39175878399998965,3000
