return_code,payload,latency,throughput
200,"{""signature"":""0x9869dce3a8af7ddeb4c123ffba317a68eb2dfc25faa963ee7c94c758c48aa2ff724c06aac70fb9f1ffe8c6c86695cfa014cfa1f02fd52acea7d47bcbb5e8c2e83e2ef871855f3fc5049c57efedc344a548c7e65c7a6cb9add81b7e18afaf15d6""}",0.4166437739999651,2000
200,"{""signature"":""0x921723df0253bf92f66e33b775c102266650d502b3ab0a3aebce442750d6410964c5c7263deae6181150bc333949fa5713d33b4edaa5b12628a705ed6ac2fe7945166825d8a0cdd63361c8eb08dca159b42aedb0bb4a8a9b86f70336f7b9c288""}",0.401476410999976,2000
200,"{""signature"":""0x80735070a1a21f0ac858ecfed9ca31d0eb00ab19b47db19a4097ae8d47021f0ae0ab2da370811e6b1ec3d6039af6de110aba582078ce657c74c26baff8a963881fd2d6b41360cc26d19812dd0606765b00d5e90a862631ace8a3ffb9aa21bbad""}",0.38621583799999826,2000
200,"{""signature"":""0xab4a092d22889c2a42896828289838b93ff63000f85d984f617c52c696e965f241b8296bdbe0f5a61d67ea94d017e7e9048ae5ff11da71f1fb44861c32e60035dae0a507e55ef04cfe5c16056ff5c20613fc896e9faa6ecffe6f890692b7c706""}",0.3720297209999899,2000
200,"{""signature"":""0xa4e5bb318f5d82f0cd6caa4a9935a4cfd924d65ef98b5c7ec4f2ed91890cfd14a0611f4d47d5f47e555160e952b3f0ce00556da3c558eae5ecf379b703a839af8811ffdd099316c51c23950fcff2997a0571674290803be9d122067e254ac49a""}",0.3645649590000062,2000
200,"{""signature"":""0x993a7c40db2d5470ab246bbae83551a0aaacad0537c3891937b53ea1b0c0d0a27c9fa82441f20252d732b9bd39dd5cc20a1f28c45ef7f16f97c05c8dd0cb3d2e207a6bc7fa71107d6e63f1f11081f3c161f81180d229e6dc99c21f57d155c337""}",0.34885066900000083,2000
200,"{""signature"":""0xa530bdb4aff59eaf43ecdf5d2ba4a9623ec8339de499c70859acdd12109b069302418d58aaaa1d346e2ef1c366ffad11031343cc6d1469e23d7af3ee7513bc9a068529c8c2051f08b325ed621e8e9d665c9dd465f0a9389e64ef1f4c9db2052b""}",0.2628875350000044,2000
200,"{""signature"":""0x99e1e2fa8f21a85e5d5ebba0e36b8327eb582eda825bb7706cc4b9b8538a3b5d58d87cd5539089faeb89c4b25fa5d26508fbd13b0e3d961a3b5edf0359e17239dd25c1b5ee41a43bce1c571fd0d60ac800a3ab43a86ba448066361c39c6d2388""}",0.5576005759999703,2000
200,"{""signature"":""0x84c7b4dd495f1a832376f1918debf94aebd3554e184ba10df4a06467e7aeb7ecf9a5240780a30d2683c7f1b5b0ac865609226933b4e32ad031ac87ace3e16a85675b544a3a48567e97f6c650fb586103d945ee95728e0df853dc5c30f6b2bb5d""}",0.5570587149999824,2000
200,"{""signature"":""0x8f922ba63e8d2e449ca02c1b30a71c941eeb73fc80f10e49b55102b7a222d8698d0486c82666c091724c1895029fe90d0c1bd2dcc231baca0b3649861075ca6cc5207c92d75387baf7bdd00142fd10389bb6becc7fd2f6c5247fea3538588da8""}",0.5979307910000102,2000
200,"{""signature"":""0x907ce6569340a900a053e1b5784b690b0babd99df6f3659e2d127a1158dbc90282ffbef8d2f9a5459a2ca67495b6e8bf025c9c625e316cc9a5a15d28e692300dae5c8766df5a4e8d7adc084ca08c11933f5a0937ef1d75f4958bcc011716974c""}",0.5640794789999859,2000
