return_code,payload,latency
200,"{""signature"":""0x84571969a2931ddccff8a9813c22f1288ca54acb413ec92c4f529cdcbeac5505f5e85cd18aafe0ffad5f26fbcea0d78c157eee54237934584e733642406ddc4375f5def35922786785dafdc5e8fa1ad579cce722ff137e98fda821d38e38d851""}",0.029165263999857416
200,"{""signature"":""0x96de4ed3d0cb3dcaf89289cfe679a183d81c053dbb94b647532668ede0438903e36b22f819e3521b5a738a0a8a0f71e404e090b0136db3d7ceeff588476c5e13080b4865d0af8b75909192400736ea48dc6f60c7b0a3d24acd5d5e1e89086918""}",0.0332763510004952
200,"{""signature"":""0x8511fe8c6b671bf7da6cb129d2c622d9fa8694a70c9672117be721e9a66c3a24e33adc25eb00be27454ef3cff6a55f34197a5378d250d20ca75c7122118c9e134c1f4fb720cf50ab792bbba23d4ea9fbedf7e36fd30bccf31439314589a41a93""}",0.019369304000065313
200,"{""signature"":""0x930b7cfdcdee533dba65f5f3bf1e3bc3872067c7f9e99156c9f34ba97816017dfd3c69ae540403d5f286915b762e887110f5d8d452c069a852a956f269e4e857b6bb2821890410a2aebafa1774304044ab4be214c1900e74b4e9ace590c61cd0""}",0.02004183999997622
200,"{""signature"":""0x8c982dd4efb781acd13082b2877f2adfd98f07a7e13163c79a752d71cc2c2a283379ba808c4f1ba397d62238ed7017c2186e5e1792661c5444346c936002fe332d13dc90deccbc52a8555573f60714428a9b5fa510717a6c545af46e0e29e77b""}",0.021278155000800325
200,"{""signature"":""0xb072a7b404b74a4ad30cc42a3c8a788d2af28909bbb2338b9599dad62deb2d4f5ac19ed7bd1ef1210d238db0b1430014022874b2a77bda3172c3bd4fd2a9cad548f90fbd74003481e260d7d903d7a30f8f901d725841ca8f08489944d0052f7b""}",0.020204457000545517
200,"{""signature"":""0x996e2831e0b234436fb2e6da87721eccff440627b893a367becbd543b94041ed8039a8a1af425c16955cae43499b81e9058d5f44172a8d602c5ff9d294046d6e57c581bd01e644e6d4ed6e49298e484d9b3537e5203857eb7ee235f3044aa238""}",0.02234648300054687
200,"{""signature"":""0x8ccd9721ac240706e77cf4e028d0aebd1182892b243d8ba6731b246fe47cb792ef66be8144572ab086ee12d228c5a86c0d2c760253301d312f7bda74b1488263ae622f2b8f113aa46298113579d7c3ea1dc39a39d565e292bcd6c751b94d404b""}",0.02034205500058306
200,"{""signature"":""0xaf8d2df805a8100cd6fcd9c045834e052c981f8696bbf3521571358963cb493a49d80021977a5c96b978cad0980d06981458cb1bcf1c2c6dd2711fb066af1b153fc9ba12a1c3ed05c9c35ebe54242c23aa2c3fbd5e045c826e820ce4ff122bb5""}",0.016001291000065976
200,"{""signature"":""0xb9154bce7628837314a872dd62d95a0881bb6a5dc9b400330abfa8be1963a740c840f15b027b066b4a5ce8d1eaf9cba918571ff752d8df17b28b12ca7a7c937951a7c7fea9c0a2a3185d3a0cec8611229ced2f14e7ae5ddd66c5dacef99dfb14""}",0.01800108200040995
200,"{""signature"":""0x88a069689cd8a623260d8d7b6ca9aafb309d8626f0acd4e39a92756774dd87b80eb0a7c8c9143ba2b2b73d1d2b2c8a4e0f1c56214f215353ab7c3a03f7471dae9ab743aa3de0da2925312c9acf56e9f716eb10efc24c9f593ab92dc2a28a3635""}",0.01975643100013258
200,"{""signature"":""0x892af1a518e216e391b4ad93f6c65d14c2e6b1774783ef103c09be72223751f70ca3ce15856f908f9829a088e3b497170f7bc57d18b56b10d540cc6c8ac7b882603fe5f37f9dc23d45b29fbad34025bb11fd2d9aa2b801aec7f0d13f91cb72d1""}",0.01744252700063953
200,"{""signature"":""0xb0aaf7e2fb9ba82db8b0169d71cd7cf924ea6af1053ac0c595ace6ae68a78db706466b4ee19398bdb1f744a182e4ea170622a9266b7394780511df5d094137a9b02187e46326765047c64fb80d08d787d4e726b3525f0bfc4e0aefcc1ab4eeac""}",0.02075647299989214
200,"{""signature"":""0xb1bd75bd461407a328cfdf1e27473ac5551b0b1612c245394b1035318db2a22f16830b803bc064ed1075aa2e830db479179406434567712099eb9e51db66f7bb7681de952c319f4d55eb9504b5fa14a6634250c93bebcec5ad2cc95cad348353""}",0.01809554599913099
200,"{""signature"":""0xa6cff5312732fa402f220552f7fa9810ae8feab0ca3b53036999930b9e95cc4d1f5543c7725a6451060c12e570b89af3176cf143f76f235af935e6e6e43ec23b137b588aba83b9fb64f6f65f3c65fb3f2ebe51cc16c02cb3792c43c7d9e1d50e""}",0.02159710400064796
200,"{""signature"":""0x97c2510f3c18f6a30b99fbabc1a35eda25baba5d07c5958ab91b2a6889378bb58706a480a066f9d62d55d015f314d6d507a6e96ff4b023ddb4145511ba20a741d78dbf3b7f3e42d82bad283774f23119ee5ebb3441895c2fa2b1ba729f06f790""}",0.015699272000347264
200,"{""signature"":""0x8f05f5426ae7ae2d8627a8a54b60bd3e6d0fabfc750d8938972e408570dcdcd8333876a46991d97b0b87bc1f547e303206b4c05023cd4eae229079fb161ef3ba7b3262f4df5c33e4d7bc677b25523f892aa657d964cdece3284d96594b5df545""}",0.035456792000331916
