return_code,payload,latency,throughput
200,"{""signature"":""0xa7f3d3ee76b536fe3cd6dd7388dc6d4a1188611c532833f01e794f6a1a7feae15687dbcaa3321d750ea01e9670c82a0f19cc4a7d521c293443dc79125bbad456738d9c23ff5fbcc09d407f12f84031e6cae6605f4d3bd46abbee49d4904fd074""}",0.2090101089999905,1000
200,"{""signature"":""0x8f2b08cf7ec216c1e0170bb1e936f86456d8ca58e3aaf3cfe96ceb72dc4a0550610f180b8e19db84d84d117f593e14a20bcedfd8434512b2aef1cfbfc37ca05f40c52d081b7a6f03df6a53df6c1c6c1c27d7494d94f4d9abc202893fad26aaca""}",0.15069253799998705,1000
200,"{""signature"":""0x8e39f3b7d8ca872e2775e914c1aa64359581b5abda4f2610e78e45c781f50165ac9819e56270c25ffc4d6856ec350bd2126ff459a9f96a9b05e7e047bc3a504b8c5e9ab6f0f81c98544ace422dae88071fb448df7fad7da7bf97fb489922d465""}",0.20803838800000563,1000
200,"{""signature"":""0x8a82cfcf53ba81a704f62be8e65357582278daed71a2b877285685c41fbaaa46a475bedf505a872cdae4a25d0c0c8e4617b994a78db31d964ab39842cf07a30faf9b5351b2b7e0027e1c7df5b39358a3dc95bb9dcd04161d94f0037c1aabdc4c""}",0.11864048000001048,1000
200,"{""signature"":""0x8379893528228fb989a3be1bb4150424a5597a142601b08d5a41743ea1ed4a9f6d58bb9859bc8615179cf08df52e0e03181b99a230826f41713a5a7b00820128f6f552ea15247a460c4a8fa98c743e22a3b95d6df93441f82964114495354d06""}",0.17721234500001515,1000
200,"{""signature"":""0x996844012774bedb6f55d4267b4129d7582ae55125effb40f56dd1d17769af52e973ea5020c1f42477332efb8c9deb4304680b3c3674370a6b020c4f690eacccfe9dbcfc803fd83b9614611b884eac3891cd8ad66f0ead32344f7b05563d9b1b""}",0.1159296920000088,1000
200,"{""signature"":""0xb06a3caf29f454352e43cc9c5a7efbc0f08d8ca8b403727d30cc9cb3bb158dc29e69c1de1a365ae8ddea2c4ea3ecac4c04942ce49a3b8c4f567a23ad31411adbdb5b722a091a83263c06dd5773f6a9547555c0a32a58f0ca89421aa110124c66""}",0.11323106300000063,1000
200,"{""signature"":""0x953ffaeb516ee5efb0a1d6cb59b596405f5bbae1b109cedc0a0b0b3d71b9981771ef16febd6f012181cd2416bb706e7e14187b1f9eb90f756276706ac6860524ac0d5f7b597947fb5bec041e9dd24b54f4830de771144409ea75cc31af44278c""}",0.10796817299998906,1000
200,"{""signature"":""0xad90c9c5914fc6d5e5b67b71e23726b232fc682c0198a0804b72d3121dca92a64ce65737a48de368be6e564a622078b101c4199a4f707399c8b5d41df018e3e6f4c2b6fcfed8721d7416a810c6f69144f2dfa8d62c48d1a096a5dcfbb59bb5ca""}",0.11494015499999932,1000
200,"{""signature"":""0xa03996fdf014406e80d8cb40e008ff66d41e2123fae54ab2b8fbd5c81d0fe5aeb197c39b581aee6ad5116bdac0663dbf172730f00ff53c7030c58e9da34057e05c216bbf7bac921d6ac883f19ca20f4fc8a14935d42d9ab953def3ef7a74f152""}",0.19410181899999657,1000
200,"{""signature"":""0xaa3fb4f476e9d354b3768fcf256d2a0bac07819b16fa3a304ab9cd476ad64943e4696d43d1766602d7f65df61f113ccc0e3b8fb17281588016856f30aeb9815cba1a9b03e5e811328d07e3710ec7abe3e7fcc06bd230056bcaa50d5a6553dae0""}",0.3391700589999971,1000
