return_code,payload,latency
200,"{""signature"":""0xaa289223a25aabf722de04d24e3f8e014202b843f10e5fa68c030d973fb333bbced6df5773db6adeff24fefc8cafe21018b35b1f03cc55a0f64ad7608e35a1ef2cb6e382501845848234e37f180e5370cf5125ed4f51321545e9c3a2a2ee1963""}",0.2676750000100583
200,"{""signature"":""0xa5b32aaff5e1e715e61758baf0f76dbbf06f9d20d10e9d8c7200c9f4d506ca1bb7165d8d9e12b59e1e3e7470da8bac4b14898ae70955818676e51aae01f3e37c6b0f5be4c29b6450708c86dd8a1cd5080e42cc8b4d08e1e5e0f75c9a3d713120""}",0.246153200045228
200,"{""signature"":""0xb6113bc6f2c4c8559c2d776d008fb56250144f0be52bbe11ee69cc2ffd526e81ca3f06b8b86e054fa38ad2d47836af6918fa3ec9bf393820b1e68ab3a0379c4b6f5eff3d884f7387a1449031cc7e334bdb748c9569deacb994342e19c319172a""}",0.25524660001974553
200,"{""signature"":""0x902af262e56e41373543654747b5cc30b1c57b6fbd8afc4c3be45b06e7ceee7c644bebdfb6c0a2be30157d1d35abf432181692b95448c80de2d474348d15a69de29cd62e14c02f13ef43086ec2379aed6a4381fd58ca593ff6de37963cc1c180""}",0.37515130010433495
200,"{""signature"":""0x8cd685e86833540bb6c40b46fe2de3b58ca1a7b6cbfadbf9047c3043c7234e1ec6ca452a93ba3f245f88d5ff0206b8eb017c1bc2a63e916d682fa83f8e75c847063fe02c16008ea08af6937ead74d599bfacec4035d7422d743c15d65666c323""}",0.285815600072965
200,"{""signature"":""0xa81dd39e7ec80550d56aae9da935927b8bb2e4a6a817d303a9de8afaa1d93f12937cf23d34291ae6192415cd233718af1441bb9c2474bdd86f399f7e2bfca0a0ded3ad152cc1e8f96d14179d7d28cde446c123ae6d5be3117a69a9453e5542c3""}",0.2961414000019431
200,"{""signature"":""0x869bab126dcf9fc876c4a6b62948a6c523fa300ea0abfeb78b3ab122497259b423c05141d5e59554814c226436ff2a890287e9712b51fc83c9609bac8253090280a5435a1d77cc2a328e5a98d7e7cd464d53a4526496164b6e1ddad1f3acee41""}",0.3083409999962896
200,"{""signature"":""0xa3ff3a0b531fed89edaa31765aa8ca59e7e882dea07bdc4f725533f5febb5eac8111a7b43d9f4ef168d4a13309d828870c712ca50dbf3d5f20037c83895c65569574878498e956c52650836a514d3780a64dd37b85d15822f3f5512dad3eec7f""}",0.28383740002755076
200,"{""signature"":""0x99fc5fb63c97d3990fa5cb26f06c9db89c9612d0193bde649481f75de6c97fc6559dc5e0ccc6dad256f0f3703e7e821503db1c402dd7f8f326424bd40fa0fbb654fba4b2be771586bfc0e5fb2c799ed9cf1495015369a9cf6f2dd9b5339e4fc1""}",0.24656350002624094
200,"{""signature"":""0xa2aee0c543868fecd3a7ac1c615f7a3388f3c52b91d8acb51a46ca79d8c01abd5ed5de52c82488e554721d675161402401d7bb68a5be9d0566ddc9e2dedd2713c3605f16d89a6b2ec89256eed5a5fbce5894119dc2726eb68018618af1b5de3f""}",0.28554960002657026
200,"{""signature"":""0xa8164d9d95bb15d157f5fae5a10d7ef19c11de73f469994fdfe06c93db57e2ee19d2d4924455a50655081161d4a42dc0005c8328fdc281b2ff6564b1b5096d707acb2a920858ea09f2b963216f55c01618bc52a9a865151f4dc9358cdb76af91""}",0.284575599944219
200,"{""signature"":""0x862be9d09f60153f6762b5bc856a08f12d5a9cb55afc89ebbf57880447f6a3014b77d436e2cc814ec48800b4e0160907077df626fc4c4ba3ae15807ab03a0d2306a4561fbf7115ec6569436075008e262a9310be864a5aadbd5066a8c15cf349""}",0.29565340001136065
200,"{""signature"":""0x804b9c708c4ad9a590b7d58449ad216e45a9994195bc3763c8577c2fd29b03aaaaa2405664ddd3787e4432e573eceaf905ad3fe0f1cfa5bbaa57fa27c95fb01f722804f64b59b93356cdbaaf0ca34c583038d22188c3792facce4388b849085f""}",0.28766570007428527
200,"{""signature"":""0x94778411a8556e4e0c3d0280e4e10be2037ee11f682c67b3003c14f573beec8292a8aede16d36abeb9002b97e1b450470ffec376a5a2987bd0ece34c13760e0ae76484898089fa6d1765e1cd428e5ddbc5dbc14a404ac7cbe4d894d4a80d64ca""}",0.2446272000670433
200,"{""signature"":""0x912ab5c5452f5765d8766aa18953c52e71ec69b4b73e5ce1f8f664f7d7faef864d57a2471d1961e45e846388526a2d1e03fdcef203c3dc035b05bdd7ed1007a304ba7ba09fbbfb9f74ae38fb27ed05116da9c98cdc2839111fee3a4d67a2dae2""}",0.2890865000663325
200,"{""signature"":""0xa85af03ec42d5262c07537e0d34533c8c61bab5d3454e012f96ab8debe6e54392eb539f385741b02640e1fa0c474006700f0dd1cec0cd8d7ea79b8db6495946ea8ad2bd47e282cae59c804ba1e892b8bb700eec12e669ce355b0cc12e197f8a6""}",0.28522580000571907
200,"{""signature"":""0xac602f66f8042b0fceeb948fbb1c88db66b44f80b4ab22f579a38e200d3ffe97acafa9ec6a34dc7f1b434dbd4a012995061562b934a2f3591c099590c9e412836b57ef3d5689a5c54329f9cbe0c9cd86192f7df26ea8bfa7a84018c11eca1cf5""}",0.28588320000562817
200,"{""signature"":""0x8a49421c878d8e168c0cd844743ed9759cb6f97bf6eb5eeeb58f7d73a7f37a6830d1cfdf83f9d39ba2f4d8da50f198ae0122f73fb302e134602ec1e28ed120d28dbe632f03721117373c47506695307115c2277eba7c42890fbbe09c966886fa""}",0.28733699989970773
200,"{""signature"":""0xb954f5d1b7de950241c094185ccd4686cc0f78ebb9e4b81e6e84760cbb170113fc97f503c81586a0fe5b9cd382e4743511555011c57b489e4f15f286ae3c4924552859ccab33f12a449a4f03026d8a7ae43b62674bee5c9f92f74f720731dcb2""}",0.2921858000336215
200,"{""signature"":""0x8fdcf6be32da4d8fb2685fab8c4e24d0c80a8760370b5534b621c7f2b6fd4a848b0d9606a8617214b84435560f7f595a00d78bc8ab91ac1248f7e45197c0b217ce9470150ee4d22e5c79299c138bfb15ffbfcb29a6490cc92210eb0e9320e733""}",0.28703350003343076
200,"{""signature"":""0xa66fd8d26127d5edee6b56ff220e0220a2bc53dd745821e63a97b14c8a172b3f2738d84634a13f18fb22659f03e71be70ef9e7e4181f981ac42283d9965a60af4f30650495439c5ac4c5a26d5c1e35d50e3a0956764240f2bfda493932192a27""}",0.2841121999081224
200,"{""signature"":""0xa57bd1eca026fdc558dafcb1da013a16250bf62cb1698139fd9f9d485870dd8e4cc9a98990fefd3957de42f1db0585471538290535ec4b7c2c6518de3d7f0c0ef2975707d7b70cc9eaa324d567ff7622794bf6cd3e4ca20af401bab8043cf461""}",0.2890046000247821
200,"{""signature"":""0x8f1c7ee2dcb403b91a1d5afd27f99e94eaa5f92d2625058fdb3a47777360be3d83259eedf28cc9a70739b5e6f49912ee12adc6ac080a253d453a88aff18ad3535ad5d18e456c45b0e3d59f19c8ae2f633b337a89668a4aaf5f114f7f4cc61b57""}",0.2850456000305712
200,"{""signature"":""0xa10758f58b86c8db89c20f1f00ba0c38c0f5d6d356810f390354149838c0db7d9dacf8d6c7bd453653e1746469e544e119a7f6d148c6cc690455a92496d0d57dca4aaa411d03fc9e888344e196f8003074e5ef44bb70de5d002017987cb7c54d""}",0.2868339999113232
200,"{""signature"":""0x860d8525a5717422549c543d5199be8448156eb5024fdb5c380a8f1daa848a5c4d07c7799b8916e3a60edcf3d039afb80e95a7a27d504c8d83e05cfdd3e2f86c4e932c27f02ae5c2ac911f4f6d5485a0986835cdd08b488ace9e595c663829f1""}",0.28788319998420775
200,"{""signature"":""0xab70dceffd5897e2b7d9c2622da3742f7f93a30873021152e413ee93fcf3a1defec8e3cbea225444aace74f5591342600602bfa90f95fb5f3f7f64d5b508bfdb180d88096854465f79ba55777a9bf96ea7e3d30a7cca451bf731582ac0a41843""}",0.28029020002577454
200,"{""signature"":""0x89637ec7c9ec1aca71b9b4e3199ecf7c9092bd54122a2f5e8059253c6564787020b88aa63964b04eb72a9da31fce78f611d87c6e937f3888167f07f0f521fc8f0fcb6e1c550bab8f29c584c6e1ebda7b24010e54f73b6e0185b29f2d2a2df884""}",0.288113999995403
200,"{""signature"":""0xa7bd90a7b072c0c975a470d39dade6ff641ebb233d9b935255ad0cbadb59147023ce87e2568cfec394b0b5e56a03855e0b936d5435708d96fccb0892e8f13b432eb5b336bb9390ecdf1572e086b4638b05180c60bff2d2055216ddcd136871c3""}",0.2825844999169931
200,"{""signature"":""0x910b9e20c7e53629cb51e2b0ff4535904485952bb18b1abb0b4c1a37a1c709c7fc3085e817caaa3885f9eea5fc404fff11ed5ee68f3338bf1818f4c5b96230dde191f4e809188638058d43433510573c8c6ecc2473a19271045805138bd783cb""}",0.29472929995972663
200,"{""signature"":""0x83146df0868e0aac27a6ad356ff9070f588e94ee4194a819b7a362cca4e6708888ca0e6c976a82e7d732a1d167b548e80a99e27c59f2e8999e3180dc8d80f47e7e594284c32a066d119265d4dfaf1c058b6201a0812377bb61bcdf703ae6bcc1""}",0.28483509994111955
200,"{""signature"":""0x801db5655340f2fa3d6d5a1c1d1a8021fa75e3d63b7de13bcec927953bec847bd6717f9662628559f9b3bcfb95159ddb0c183052e42b59839260332cefa8ca0193010ff4c073c76085ce66bda327efbb9cc4b7242e6d54219c7519eb97878d33""}",0.29127489996608347
200,"{""signature"":""0x89588f6588cda0dbd975901466e98abe5b7d19a44ae77a2054c1f5de8e1a5705c0a08b2cb5fc92b5e92f56d8945499ce03f7d9dcdcec67b45b7743129d1b37f42619b4ae9ca17f18666ff53721527d9feb70a3c22d0017182460f8902a7975a4""}",0.2843671999871731
