return_code,payload,latency
200,"{""signature"":""0x8898a7a72f9dc7b77e9585f707d104432b7fc0e6d0d4e98a784adced30a80f3c00281621eab33deeb5cad5b28ca07b8f0ac77312fc531dce6f5059d8434ef842788f053e51f35a7cd67f707254d9c379691a124148656bc7a2a356d570afa664""}",0.039566336999996565
200,"{""signature"":""0x8c568e1a924d2b869860bdf5727c3dfa8f474cfec0d688520b011d30680b5974e75e59c15e750fdab9340b7be4b963e800bbb97087102f3f929b0ff3ad549a2e0b8f1044643a80d5e8f798ce2a092829b0fcfc60204739614ec55bb32c383123""}",0.036671234000095865
200,"{""signature"":""0xa867002cca3bdb192acbca4e915ffdf97d1e213a7c48676279b5750afe07a816dcd13303ef033e7985f1a3b1a27fc0f8144b8073a9a92fb115266970cb1d3482a793cab15492951780f500a689a98ea209e0093d6e2f58369e419f53d9280cdd""}",0.027949645000262535
200,"{""signature"":""0xb0cd807cf9e1d1b2d28ca20feda09ef4f3b07950767b0b84de2931bef50815e88e9991e4aa09617526c69d2e7106426100b2db35ab1fe97270ffb384e879e383f9cae67c6f3d84e6005145a70eb210de6942e0481d991c92f08069d4609b211a""}",0.033221149000382866
200,"{""signature"":""0xaa6a389774607644b39e0d4ec296ddef84adf3ca294995c515b8cd38e08e9d456ec8d32d85ba5763f67177a360a7af9610848be457a43d5ebca09e7577f5ef571c4f2a0c342c0f584b932ae91e5e9c759835a3f2ef54bac1dd8505c9da81888e""}",0.03478853900014656
200,"{""signature"":""0x8a93e4d89fef192863111c0a09880cdcfedd9cbc85c8cc17d98308cec9176ec7beb3d567361797b2740ab6b97483c4dc08b8761ce58541a8498f4cb1cfd14bd19760d4e79a3f3587a0882c6b5d09c5d14e4ae16b16d013d5f846327609001264""}",0.03954989799967734
200,"{""signature"":""0xa285df8ff2d5c65d069893532809e1443495ffee242519c6765b36d7755b8fbab6f6d1d80411f6b6a4175538502548be12b99b5620f6c3b54494b6035ea7d60219d9bf7c7ec35d9563c8e8fdb001be0c0a46bc63170612adc38954300b81a1d9""}",0.041095255000982434
200,"{""signature"":""0xb26baa4790781a32599d2b7a5fb65b1a0dcc8a79c990ede8c401b9d46a565a5936b17ae7e52a1c17cf425b07a6493fbc0f37e07dd041998bfc21dd3bed39e3da256697fb59418fba4da41ca43bff47a3823fbfae33cc6fde6e23e6522564637a""}",0.032999764998749015
200,"{""signature"":""0xaba3a8d17f0101ba6c2d6ff683663c777fadbe498bae6e9bb8e852f87a8375f46dec2e264ad6f7592dd0b6ee31acd71105c216b709ea55efead2610a5891f85eab250cf6c4a37782cb60157fd11114924547c44316f69e8358edc75a672d3eec""}",0.042361318999610376
200,"{""signature"":""0x8388042c377ddcea21888c4b34153c6510016f641e4723b591b7f11605deaa8b7e948560e786d6c1bdfddffd131e8c550743ce1ade2518ed564daccd16e683cd10b7e573cceb2dadf06913484a30cbb98eccfa5a4aebc8d3256ede6a6f1d2048""}",0.02856758300004003
200,"{""signature"":""0x8ecd2811dbbbbafeaf0d4d3532d53f749cbf64c23ba0d8828bb5d4741e54175ffa02affe18caf884530da283e1fcaae1007b306c20f7ecd9b6942a1f10f670270b048450adeea93ab0ededb1234bb1d3caa49437e0c84c62c400039b90d572cc""}",0.032110486001329264
200,"{""signature"":""0xae83731554d095c454666005a1581f086891a5925282177dfa296b4b6c6fd1681446553691420032197a01e3479e0caa132cd321221ed2034e154227f592b1e0913c3fcaa238df7e45a4f9b295dae9e4496c0ac44e9b7c5d9be557e9e551fde8""}",0.0805399260007107
200,"{""signature"":""0x815d8fb590a69c352daa56ffd561d04144559dc616f530db7473078d82d2e93191a99969f7e2ef62f25c0862f178e1f9066f330ed78d8123d68be15d818c4af67bb829c8227dd2d7d26fb2989408a9881809cca40523d9d469dd9a71a660a67a""}",0.06891930399979174
200,"{""signature"":""0xb2481340d5349f1814802976f9026c79e8cfbd5d394f239894d7d742830b25be7d9917c305560c76c4ffc1afcef283e70fa82478f0289d7502e9768b6b8be7d989d739de16b43a8e7d31f1c53664b45bca5b2cb4c091863c0ea3c33aef5b4163""}",0.03106995099915366
200,"{""signature"":""0xa6848d2f249ee31a8d2d58d537a09604277fb7b97a99c6f09492cb4583d28cfd76eee1ebaef166b76580ad5ad3b09803005229beac3a7471493bb1a7f8c7c4fea82378d1901a524625444788a8d19543f6689692c8c3e64a04b75a2fc10f9a18""}",0.06965874600064126
200,"{""signature"":""0xa982771aac03f36b38aeb26e237b6ea8799c0f257213ff0169fb471db0bcb3eee6f6faa04e574d96246c049fee0fa2f2088dd84b6f19ab58119f17ec5efcd4f69650f3d4c611f85b26aeea67da3cf4e9e818ee2202165ab9aa8b510a5c7126cd""}",0.07102480400135391
200,"{""signature"":""0xb592f58a7301b00a10458609a17fecb7d64dd35aff8c5a87536075bf68ed079f50780976eea4b54b2840a645b7d0b69200c3f040c1282f9387212bb2f3c88fb4d6465e728e1092a529e4296a1b162a152a9b6258b805a70d0b46210e3639aa74""}",0.07000388899905374
200,"{""signature"":""0xae24459bbde1d3324aba288ecc2ae91d2921692284619ad770c5b276e1fc2daa06701a1ef28a8e70b08e8dffa8b50dfc00b9b765e38fc4d76a98e9891b3f4c140753c82c92a3df123ab16f11f163fc78da1b83a2a98b5a72788acce2f99b78d3""}",0.07209282799885841
200,"{""signature"":""0x92ea0c2fc622bc171b2fdb6618155eadee0bc1c162abba6765405e076887796774ebce2e3945b62b413724c2b04b7f6b00067bfae03dfaacfaf532f584eee37210aba426aa9cbc3548fd558dea8c3d55fec8a4a5ccba641b43cf82e4951c8def""}",0.06766343900017091
200,"{""signature"":""0x800572d6eb98877df2960da9a01ed6dbf068c9454b04f0e1789993cb32487b89bfc529011b0fa3461d18423ad66ab8d30ed14dcb94baec99e665204f93323878eec97de12ac45554a9d2a927c8f916a079aff629e1aecd4abad8fe4fcf01a0b4""}",0.07516789700093796
200,"{""signature"":""0xa274ef2bd1c2cdfd891a5a1e409cc449614e13c676c91ec615aacc94bf4faa49eb8ca3269fcfa58a1c4cd55d9856ce99190935dc6a0bec03d613fd124b454e03c418c2e9a928febc19a62eaf0bf46cdcfa85d7e9a85814284762bc99c733c640""}",0.0700264339993737
200,"{""signature"":""0xa45d3b1f73d20439bfdcdeb0692694253bfe9174bda075233753923bb63a2f69b67d5085f5119e23da0ae2558a8637bf04692ba82ec4021193f9563edd51301b19bf2308e33bc0a921d3a351f8160a70858f116b5e852003948a6f5a6cf180bc""}",0.0669322120011202
200,"{""signature"":""0x99e3c492031ec2e068f5419fde3725f896c156fa2a32ebe37539473c905808e808d9b58872e613f308b005471a6b68ea028180a6e0b78a50eeb634bcffe867d842a032780481cfbe0cb28690ca2cc08f2f18437e8a891ff1a71ca47448b09f6b""}",0.06774808599948301
200,"{""signature"":""0x80cb2aa46ee1d5b5ee1b25bc879d2cc328ad9537a5c787bbd67d7dcfcea0c07a90930e14cd6cb390ed3f215be15b9aa212788dd9ea08a2b131cfd3dbb90c4a6851280c30276ce87d691d8d42783287f73c91c00dedb1879062669f9aaa24b1d1""}",0.07206105899967952
200,"{""signature"":""0x98fd3afe7143f1d20e345989b977e44d5410684c88c6f3199cd83a099f9a3aaacb00c8584736efe6e417909e91bf3ffd018e3a9de3710c4927b9c79a88c093b9ffb5f366347c51643ca787f81fa8397a38daf483fb8db32a87f8fd70ef24aed9""}",0.06981586099936976
